SCENARIO,CATEGORY,PRODUCT,FLOW,UNIT,REGION,YEAR,VALUE
Stated Policies Scenario,Energy,Natural gas liquids,Production,Million barrels per day,World,2010,12.7
Stated Policies Scenario,Energy,Natural gas liquids,Production,Million barrels per day,World,2022,19.3
Stated Policies Scenario,Energy,Natural gas liquids,Production,Million barrels per day,World,2023,20.2
Stated Policies Scenario,Energy,Natural gas liquids,Production,Million barrels per day,World,2030,23.1
Stated Policies Scenario,Energy,Natural gas liquids,Production,Million barrels per day,World,2035,22.1
Stated Policies Scenario,Energy,Natural gas liquids,Production,Million barrels per day,World,2050,19.2
Announced Pledges Scenario,Energy,Natural gas liquids,Production,Million barrels per day,World,2030,19.8
Announced Pledges Scenario,Energy,Natural gas liquids,Production,Million barrels per day,World,2035,18.4
Announced Pledges Scenario,Energy,Natural gas liquids,Production,Million barrels per day,World,2050,13.1
Stated Policies Scenario,Energy,Extra-heavy oil and bitumen,Production,Million barrels per day,World,2010,2.6
Stated Policies Scenario,Energy,Extra-heavy oil and bitumen,Production,Million barrels per day,World,2022,3.8
Stated Policies Scenario,Energy,Extra-heavy oil and bitumen,Production,Million barrels per day,World,2023,3.9
Stated Policies Scenario,Energy,Extra-heavy oil and bitumen,Production,Million barrels per day,World,2030,4.6
Stated Policies Scenario,Energy,Extra-heavy oil and bitumen,Production,Million barrels per day,World,2035,4.6
Stated Policies Scenario,Energy,Extra-heavy oil and bitumen,Production,Million barrels per day,World,2050,5.1
Announced Pledges Scenario,Energy,Extra-heavy oil and bitumen,Production,Million barrels per day,World,2030,3.9
Announced Pledges Scenario,Energy,Extra-heavy oil and bitumen,Production,Million barrels per day,World,2035,3.6
Announced Pledges Scenario,Energy,Extra-heavy oil and bitumen,Production,Million barrels per day,World,2050,2.7
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Non-OPEC,2010,51.7
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Non-OPEC,2022,61.8
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Non-OPEC,2023,63.9
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Non-OPEC,2030,66.8
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Non-OPEC,2035,63.9
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Non-OPEC,2050,54.2
Announced Pledges Scenario,Energy,Oil,Production,Million barrels per day,Non-OPEC,2030,60
Announced Pledges Scenario,Energy,Oil,Production,Million barrels per day,Non-OPEC,2035,51.5
Announced Pledges Scenario,Energy,Oil,Production,Million barrels per day,Non-OPEC,2050,30.8
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,OPEC,2010,31.5
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,OPEC,2022,33.3
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,OPEC,2023,33
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,OPEC,2030,32.4
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,OPEC,2035,32.6
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,OPEC,2050,36.1
Announced Pledges Scenario,Energy,Oil,Production,Million barrels per day,OPEC,2030,30.4
Announced Pledges Scenario,Energy,Oil,Production,Million barrels per day,OPEC,2035,28.3
Announced Pledges Scenario,Energy,Oil,Production,Million barrels per day,OPEC,2050,21.3
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,North America,2010,14
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,North America,2022,25.7
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,North America,2023,27.4
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,North America,2030,29.5
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,North America,2035,28.5
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,North America,2050,23.8
Announced Pledges Scenario,Energy,Oil,Production,Million barrels per day,North America,2030,26.3
Announced Pledges Scenario,Energy,Oil,Production,Million barrels per day,North America,2035,23.5
Announced Pledges Scenario,Energy,Oil,Production,Million barrels per day,North America,2050,14.8
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Central and South America,2010,7.4
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Central and South America,2022,6.4
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Central and South America,2023,7
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Central and South America,2030,8.8
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Central and South America,2035,9.4
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Central and South America,2050,9.1
Announced Pledges Scenario,Energy,Oil,Production,Million barrels per day,Central and South America,2030,8.1
Announced Pledges Scenario,Energy,Oil,Production,Million barrels per day,Central and South America,2035,7.3
Announced Pledges Scenario,Energy,Oil,Production,Million barrels per day,Central and South America,2050,5
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Europe,2010,4.4
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Europe,2022,3.3
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Europe,2023,3.4
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Europe,2030,2.9
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Europe,2035,2.2
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Europe,2050,1.2
Announced Pledges Scenario,Energy,Oil,Production,Million barrels per day,Europe,2030,2.6
Announced Pledges Scenario,Energy,Oil,Production,Million barrels per day,Europe,2035,1.8
Announced Pledges Scenario,Energy,Oil,Production,Million barrels per day,Europe,2050,0.5
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,European Union,2010,0.7
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,European Union,2022,0.5
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,European Union,2023,0.5
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,European Union,2030,0.3
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,European Union,2035,0.3
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,European Union,2050,0.3
Announced Pledges Scenario,Energy,Oil,Production,Million barrels per day,European Union,2030,0.3
Announced Pledges Scenario,Energy,Oil,Production,Million barrels per day,European Union,2035,0.2
Announced Pledges Scenario,Energy,Oil,Production,Million barrels per day,European Union,2050,0.1
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Africa,2010,10.3
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Africa,2022,7.2
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Africa,2023,7.4
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Africa,2030,6.6
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Africa,2035,5.9
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Africa,2050,5.3
Announced Pledges Scenario,Energy,Oil,Production,Million barrels per day,Africa,2030,5.7
Announced Pledges Scenario,Energy,Oil,Production,Million barrels per day,Africa,2035,4.5
Announced Pledges Scenario,Energy,Oil,Production,Million barrels per day,Africa,2050,2.7
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Middle East,2010,25.4
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Middle East,2022,31.1
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Middle East,2023,30.4
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Middle East,2030,31.2
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Middle East,2035,32.1
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Middle East,2050,35.8
Announced Pledges Scenario,Energy,Oil,Production,Million barrels per day,Middle East,2030,29.4
Announced Pledges Scenario,Energy,Oil,Production,Million barrels per day,Middle East,2035,27.8
Announced Pledges Scenario,Energy,Oil,Production,Million barrels per day,Middle East,2050,21.5
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Eurasia,2010,13.4
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Eurasia,2022,13.9
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Eurasia,2023,13.8
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Eurasia,2030,13.8
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Eurasia,2035,12.6
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Eurasia,2050,11.1
Announced Pledges Scenario,Energy,Oil,Production,Million barrels per day,Eurasia,2030,12.4
Announced Pledges Scenario,Energy,Oil,Production,Million barrels per day,Eurasia,2035,10.2
Announced Pledges Scenario,Energy,Oil,Production,Million barrels per day,Eurasia,2050,5.4
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Asia Pacific,2010,8.4
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Asia Pacific,2022,7.5
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Asia Pacific,2023,7.5
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Asia Pacific,2030,6.4
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Asia Pacific,2035,5.8
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Asia Pacific,2050,4.1
Announced Pledges Scenario,Energy,Oil,Production,Million barrels per day,Asia Pacific,2030,5.9
Announced Pledges Scenario,Energy,Oil,Production,Million barrels per day,Asia Pacific,2035,4.7
Announced Pledges Scenario,Energy,Oil,Production,Million barrels per day,Asia Pacific,2050,2.2
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Southeast Asia,2010,2.6
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Southeast Asia,2022,1.8
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Southeast Asia,2023,1.8
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Southeast Asia,2030,1.4
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Southeast Asia,2035,1.2
Stated Policies Scenario,Energy,Oil,Production,Million barrels per day,Southeast Asia,2050,1
Announced Pledges Scenario,Energy,Oil,Production,Million barrels per day,Southeast Asia,2030,1.3
Announced Pledges Scenario,Energy,Oil,Production,Million barrels per day,Southeast Asia,2035,1
Announced Pledges Scenario,Energy,Oil,Production,Million barrels per day,Southeast Asia,2050,0.5
Stated Policies Scenario,Energy,Oil,Total energy supply,Million barrels per day,World,2010,87.2
Stated Policies Scenario,Energy,Oil,Total energy supply,Million barrels per day,World,2022,97.1
Stated Policies Scenario,Energy,Oil,Total energy supply,Million barrels per day,World,2023,99.1
Stated Policies Scenario,Energy,Oil,Total energy supply,Million barrels per day,World,2030,101.7
Stated Policies Scenario,Energy,Oil,Total energy supply,Million barrels per day,World,2035,99.1
Stated Policies Scenario,Energy,Oil,Total energy supply,Million barrels per day,World,2050,93.1
Announced Pledges Scenario,Energy,Oil,Total energy supply,Million barrels per day,World,2030,92.8
Announced Pledges Scenario,Energy,Oil,Total energy supply,Million barrels per day,World,2035,82
Announced Pledges Scenario,Energy,Oil,Total energy supply,Million barrels per day,World,2050,53.7
Stated Policies Scenario,Energy,Oil,Total energy supply,Million barrels per day,North America,2010,22.2
Stated Policies Scenario,Energy,Oil,Total energy supply,Million barrels per day,North America,2022,22
Stated Policies Scenario,Energy,Oil,Total energy supply,Million barrels per day,North America,2023,22.1
Stated Policies Scenario,Energy,Oil,Total energy supply,Million barrels per day,North America,2030,21
Stated Policies Scenario,Energy,Oil,Total energy supply,Million barrels per day,North America,2035,18.6
Stated Policies Scenario,Energy,Oil,Total energy supply,Million barrels per day,North America,2050,14.5
Announced Pledges Scenario,Energy,Oil,Total energy supply,Million barrels per day,North America,2030,18.8
Announced Pledges Scenario,Energy,Oil,Total energy supply,Million barrels per day,North America,2035,14.7
Announced Pledges Scenario,Energy,Oil,Total energy supply,Million barrels per day,North America,2050,6.3
Stated Policies Scenario,Energy,Oil,Total energy supply,Million barrels per day,United States,2010,17.8
Stated Policies Scenario,Energy,Oil,Total energy supply,Million barrels per day,United States,2022,18.1
Stated Policies Scenario,Energy,Oil,Total energy supply,Million barrels per day,United States,2023,18.2
Stated Policies Scenario,Energy,Oil,Total energy supply,Million barrels per day,United States,2030,17.2
Stated Policies Scenario,Energy,Oil,Total energy supply,Million barrels per day,United States,2035,15.1
Stated Policies Scenario,Energy,Oil,Total energy supply,Million barrels per day,United States,2050,11.3
Announced Pledges Scenario,Energy,Oil,Total energy supply,Million barrels per day,United States,2030,15.6
Announced Pledges Scenario,Energy,Oil,Total energy supply,Million barrels per day,United States,2035,12.1
Announced Pledges Scenario,Energy,Oil,Total energy supply,Million barrels per day,United States,2050,4.8
Stated Policies Scenario,Energy,Oil,Total energy supply,Million barrels per day,Central and South America,2010,5.5
Stated Policies Scenario,Energy,Oil,Total energy supply,Million barrels per day,Central and South America,2022,5.5
Stated Policies Scenario,Energy,Oil,Total energy supply,Million barrels per day,Central and South America,2023,5.6
Stated Policies Scenario,Energy,Oil,Total energy supply,Million barrels per day,Central and South America,2030,5.8
Stated Policies Scenario,Energy,Oil,Total energy supply,Million barrels per day,Central and South America,2035,6
Stated Policies Scenario,Energy,Oil,Total energy supply,Million barrels per day,Central and South America,2050,6.6
Announced Pledges Scenario,Energy,Oil,Total energy supply,Million barrels per day,Central and South America,2030,5.2
Announced Pledges Scenario,Energy,Oil,Total energy supply,Million barrels per day,Central and South America,2035,4.8
Announced Pledges Scenario,Energy,Oil,Total energy supply,Million barrels per day,Central and South America,2050,2.9
Stated Policies Scenario,Energy,Oil,Total energy supply,Million barrels per day,Brazil,2010,2.2
Stated Policies Scenario,Energy,Oil,Total energy supply,Million barrels per day,Brazil,2022,2.4
Stated Policies Scenario,Energy,Oil,Total energy supply,Million barrels per day,Brazil,2023,2.5
Stated Policies Scenario,Energy,Oil,Total energy supply,Million barrels per day,Brazil,2030,2.5
Stated Policies Scenario,Energy,Oil,Total energy supply,Million barrels per day,Brazil,2035,2.6
Stated Policies Scenario,Energy,Oil,Total energy supply,Million barrels per day,Brazil,2050,2.8
Announced Pledges Scenario,Energy,Oil,Total energy supply,Million barrels per day,Brazil,2030,2.3
Announced Pledges Scenario,Energy,Oil,Total energy supply,Million barrels per day,Brazil,2035,2.1
Announced Pledges Scenario,Energy,Oil,Total energy supply,Million barrels per day,Brazil,2050,1.2
Stated Policies Scenario,Energy,Oil,Total energy supply,Million barrels per day,Europe,2010,13.6
